code,created_t,product_name,quantity,product_quantity,serving_size,serving_quantity,brands,categories,labels,emb_codes,ingredients_text,ingredients_tags,nutriscore_grade,nutriscore_score,categories_tags,labels_tags,countries_tags,no_nutrition_data,added-sugars_100g,alcohol_100g,alpha-linolenic-acid_100g,biotin_100g,caffeine_100g,calcium_100g,carbohydrates-total_100g,carbohydrates_100g,cholesterol_100g,choline_100g,chromium_100g,copper_100g,docosahexaenoic-acid_100g,eicosapentaenoic-acid_100g,energy-kcal_100g,energy-kj_100g,energy_100g,fat_100g,fiber_100g,fructose_100g,fruits-vegetables-legumes-estimate-from-ingredients_100g,fruits-vegetables-legumes_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,fruits-vegetables-nuts_100g,glucose_100g,glycemic-index_100g,iodine_100g,iron_100g,magnesium_100g,maltose_100g,manganese_100g,monounsaturated-fat_100g,nova-group_100g,nutrition-score-fr_100g,omega-3-fat_100g,omega-6-fat_100g,pantothenic-acid_100g,phosphorus_100g,polyols_100g,polyunsaturated-fat_100g,potassium_100g,proteins_100g,salt_100g,saturated-fat_100g,selenium_100g,sodium_100g,starch_100g,sucrose_100g,sugars_100g,taurine_100g,trans-fat_100g,vitamin-a_100g,vitamin-b12_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-c_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-pp_100g,zinc_100g
00000454,1736015917,Chocolate Organic Vegan Protein Shake Mix,,,35 g,35,Earth Chimp,,en:vegan,,"Organic Plant Protein Blend (Organic Pea, Organic Pumpkin, Organic Sunflower, Organic Coconut), Organic Cocoa (Alkalised), Organic Fruit Blend (Organic Date, Organic Banana, Organic Baobab), Organic Agave Fiber, Organic Pea Starch, Flax Seed Fiber, Natural Flavors, Probiotics (Bacillius Coagulans), Organic Monkfruit Extract, Milled Flaxseeds, Organic Ceylon Cinnamon, Organic Turmeric","en:plant-protein-blend,en:cocoa,en:plant,en:fruit-blend,en:agave-fiber,en:fiber,en:vegetable-fiber,en:pea-starch,en:starch,en:flax-seed-fiber,en:seed,en:flax,en:flax-seed,en:natural-flavouring,en:flavouring,en:probiotics,en:monkfruit-extract,en:milled-flaxseeds,en:ceylon-cinnamon,en:condiment,en:spice,en:cinnamon,en:turmeric,en:pea,en:vegetable,en:legume,en:pod-and-seed-vegetable,en:pumpkin,en:fruit-vegetable,en:sunflower,en:coconut,en:fruit,en:alkalised,en:date,en:banana,en:baobab,en:bacillius-coagulans",unknown,,,"en:vegetarian,en:vegan",en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000455,1661590252,100% Whey Isolate,,,25.0g,25,Scitec  Nutrition,"Dietary supplements, Bodybuilding supplements, Protein powders",,,,,unknown,,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders",,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000456,1724090243,Organic Vegan Protein Shake Mix,,,35g,35,Earth Chimp,,en:vegan,,"Organic Plant Protein Blend (Organic Pea, Organic Pumpkin, Organic Coconut), Organic Fruit Blend (Organic Date, Organic Banana, Organic Baobab), Organic Agave Fiber, Organic Pea Starch, Flax Seed Fiber, Organic Cocoa (Alkalised), Natural Flavors, Probiotics (Bacillus Coagulans), Organic Monkfruit Extract, Milled Flax Seeds, Organic Cinnamon, Organic Turmeric","en:plant-protein-blend,en:fruit-blend,en:agave-fiber,en:fiber,en:vegetable-fiber,en:pea-starch,en:starch,en:flax-seed-fiber,en:seed,en:flax,en:flax-seed,en:cocoa,en:plant,en:natural-flavouring,en:flavouring,en:probiotics,en:monkfruit-extract,en:milled-flax-seeds,en:cinnamon,en:condiment,en:spice,en:turmeric,en:pea,en:vegetable,en:legume,en:pod-and-seed-vegetable,en:pumpkin,en:fruit-vegetable,en:coconut,en:fruit,en:date,en:banana,en:baobab,en:alkalised,en:bacillus-coagulans,en:ferment,en:microbial-culture,en:lactic-ferments",unknown,,,"en:vegetarian,en:vegan",en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000457,1715102596,,250 g,250,,,,,"Organic, EU Organic, FR-BIO-01, fr:ab-agriculture-biologique",,,,unknown,,,"en:organic,en:eu-organic,en:fr-bio-01,fr:ab-agriculture-biologique",en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000458,1720981237,Haché à poêler,,,95.0g,95,Fleury Michon,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000459,1724695995,Keto Pancake & Waffle mix,,,,,Modern Mountain Baking Company,,,,"ALMOND FLOUR,  OAT FIBER, WHEY PROTEIN, MODIFIED FOOD STARCH, POTASSIUM BITARTRATE, NATURAL MONK FRUIT EXTRACT POWDER, VANILLA FLAVOR, BAKING SODA, CINNAMON, SALT, XANTHAN GUM","en:almond-flour,en:nut,en:tree-nut,en:almond,en:oat-fiber,en:fiber,en:vegetable-fiber,en:whey-protein,en:protein,en:animal-protein,en:milk-proteins,en:modified-starch,en:starch,en:e336i,en:e336,en:natural-monk-fruit-extract-powder,en:vanilla-flavouring,en:flavouring,en:e500ii,en:e500,en:cinnamon,en:condiment,en:spice,en:salt,en:e415",unknown,,,,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000460,1728312378,It's just pea protein,,,0.33000001311302185g,0.330000013113022,,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000461,1724652345,,,,,,,,,,,,,,,,en:united-kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000462,1723837937,Creatine,,,9.0g,9,Leozmr,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000463,1738954935,,10 oz,283.49523125,,,,Natural sugar substitutes,,,,,not-applicable,,"en:sweeteners,en:food-additives,en:sugar-substitutes,en:natural-sugar-substitutes",,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000464,1621249915,Seelachs meliert,,,150.0g,150,Bofrost,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000466,1665152508,Wellness Noci sgusciate,,,,,,,"Vegetariano, Vegano, Veganok",,,,unknown,,,"en:vegetarian,en:vegan,en:veganok",en:italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000467,1683452056,,,,,,,,,,4 чэальбип OSLUSA H U K O SAMSU L O &gt; P Alt Gr Ö B Fr 1 O А Stra info Ener PIVE Veure,de:4-чэальбип-oslusa-h-u-k-o-samsu-l-o-p-alt-gr-ö-b-fr-1-o-а-stra-info-ener-pive-veure,unknown,,,,en:germany,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000468,1626368772,Cœurs de filet de lieu noir,,,100.0g,100,Bofrost,Lieu noir,"en:Sustainable,Pêche durable,Pêche durable MSC",,,,unknown,,"en:seafood,en:fishes-and-their-products,en:fishes,en:saithe","en:sustainable,en:sustainable-fishery,en:sustainable-seafood-msc","en:france,en:ireland,en:united-kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000469,1660816794,Miel de bruyère,500 g,500,,,,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels de bruyère",,,,,unknown,,"en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:heather-honeys",,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000470,1741803870,Schwartenmagen Hausart,,,,,Lackmann,,,,,,unknown,,,,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000471,1629201584,ISO whey zero,,,,,Wellneum,"Compléments alimentaires, Compléments pour le Bodybuilding, Protéines en poudre","Sans gluten, Sans lactose",,"Lion's Mane Mushroom, Turkey Tail Mushroom, Reishi Mushroom, Chaga Mushroom, Maitake Mushroom, Shiitake Mushroom, King Trumpet Mushroom, Royal Sun Mushroom, Willow Bracket Mushroom, Organic Coffee Powder","en:lion-s-mane-mushroom,en:tail-mushroom,en:reishi-mushroom,en:chaga-mushroom,en:maitake-mushroom,en:shiitake,en:mushroom,en:king-trumpet-mushroom,en:royal-sun-mushroom,en:willow-bracket-mushroom,en:coffee-powder,en:coffee",not-applicable,,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders","en:no-gluten,en:no-lactose",,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000474,1745521080,frappuccino,,,,,Starbucks,,,,,,unknown,,,,en:united-arab-emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000476,1566248661,Encore +,150 ml,150,,,Soft Paris,Lubrifiant feminin,"fr:Soft Paris, en:made-in-france",,"CYCLOPENTASILOXANE, DIMETHICONE, PARABEN FREE, SANS PARABEN","fr:cyclopentasiloxane,en:e900a,en:e900,fr:paraben-free,fr:sans-paraben",unknown,,fr:lubrifiant-feminin,"en:made-in-france,fr:soft-paris",en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000477,1575352927,Miel de lavande,,,,,,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels de lavande",Point Vert,,,,unknown,,"en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:lavender-honeys",en:green-dot,en:belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000479,1583318788,,1,0,,,,,,,,,unknown,,,,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000481,1737528891,,,,,,,healthy meal replacement,en:no-gluten,,,,d,11,en:healthy-meal-replacement,en:no-gluten,en:united-kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000482,1725577892,arwa,,,,,,,,,,,unknown,,,,en:qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000483,1721049977,Vegan Liquid Iron Supplement,,,15ml,15,Why Not Natural,,,,"Purified Water, Glycerin, Citric Acid, Organic Blackberry Flavor, Xanthan Gum, Organic Stevia Leaf","en:filtered-water,en:water,en:e422,en:e330,en:blackberry-flavor,en:e415,en:stevia-leaf",unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000484,1593804068,Whey Protein,,,0g,0,TopCare,"Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys, Dietary supplements, Flower honeys, Bodybuilding supplements, Protein powders, Supplement",,,,,not-applicable,,"en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:dietary-supplements,en:flower-honeys,en:bodybuilding-supplements,en:protein-powders,en:supplement",,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000485,1578399617,Miel,,,,,,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels",,,,,unknown,,"en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys",,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000486,1737642646,Hydrolyzed Multi Collagen,,,0g,0,Doctir's Recipes,Collagen,,,"Suggested Use: Mix, shake, or blend 1 scoop with 8 oz. of your favorite beverage. For best results use daily To cd water without clumping, mix with room temperature water first and then add ice. Supplement Facts TYPICAL COLLAGEN PEPT Servings Per Container: 45 Calories Protein Serving Size Scoop (Approx. 10 g) AMINO ACID PROFILE Amount Per Serving %DV Alanine 784 mg Leucine 40 Arginine 706 mg Lysine 9g Aspartic Acid 552 mg Methionine 100% Hydrolyzed Multi Collagen 20 mg 1% Glutamic Acid 970 mg Phenylalanine 10 g 1258 Glycine 2,160 mg Proline Histidine!! 60 mg Serine 91 Contains: egg fish. Hydroxylysine Bovine Collagen Peptides, Chicken Collagen Peptides, Marine Collagen Peptides, Eggshell Membrane Collagen Peptides Daily Value (DV) not established. Celly Manufactured for: Doctor's Recipes (800) 487-6849 www.DoctorsRecipes.com  Sun Lakes, AZ 85248 10 grams per scoop is an average. Individual scooping Yeout side is packaged by weight, not by volume. may yeld slightly less or slightly more than 10 of comments occurs over time and cannot be avoided. color, texture, flavor, solubility, and other traits Moda High Levels of EAAS No Lumps Dissolves Easily in or Clumps Hot or Cold Liquids 107 mg Threonine Hydroxyproline 1,075 mg Tyrosine Isoleucine 125 mg Valine Essential amino acids 11 Contains 8 of 9 essential amino acids A Average milligrams per serving abra ENJOY IN YOUR FAVORITE RE Mix Shake FOR BEST MIXING RESULTS Shake container to mix A Add powder to cup beve d Pour liquid on top of p","en:suggested-use,en:shake,en:and-blend-1-scoop-with-8-oz,en:of-your-favorite-beverage,en:for-best-results-use-daily-to-cd-water-without-clumping,en:mix-with-room-temperature-water-first-and-then-add-ice,en:supplement-facts-typical-collagen-pept-servings-per-container,en:hydroxylysine-bovine-collagen-peptides,en:chicken-collagen-peptides,en:marine-collagen-peptides,en:eggshell-membrane-collagen-peptides-daily-value,en:not-established,en:celly-manufactured-for,en:az-85248-10-g-per-scoop-is-an-average,en:individual-scooping-yeout-side-is-packaged-by-weight,en:not-by-volume,en:may-yeld-slightly-less-and-slightly-more-than-10-of-comments-occurs-over-time-and-cannot-be-avoided,en:colour,en:texture,en:flavouring,en:solubility,en:and-other-traits-moda-high-levels-of-eaas-no-lumps-dissolves-easily-in-and-clumps-hot-and-cold-liquids-107-mg-threonine-hydroxyproline-1-075-mg-tyrosine-isoleucine-125-mg-valine-essential-amino-acids-11-contains-8-of-9-essential-amino-acids-a-average-milligrams-per-serving-abra-enjoy-in-your-favorite-re-mix-shake-for-best-mixing-results-shake-container-to-mix-a-add-powder-to-cup-beve-d-pour-liquid-on-top-of-p,en:mix,en:45-calories-protein-serving-size-scoop,en:amino-acid-profile-amount-per-serving-dv-alanine-784-mg-leucine-40-arginine-706-mg-lysine-9g-aspartic-acid-552-mg-methionine-100-hydrolyzed-multi-collagen-20-mg-1-glutamic-acid-970-mg-phenylalanine-10-g-1258-glycine-2,en:dv,en:doctor-s-recipes,en:487-6849-www-doctorsrecipes-com-sun-lakes,en:approx,en:800",unknown,,en:collagen,,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000487,1727821061,Pea protein,,,36.0g,36,,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000488,1615540867,Miel du Marais Poitevin,,,,,,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels français",,,,,unknown,,"en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:honeys-from-france",,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000489,1733876723,Proti diet barre framboise et chocolat,,,43.0g,43,,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000490,1729657752,Sun chips original,,,0g,0,Sun chips,"snacks, all, fr:chips, shake, meal-replacement",,,,,not-applicable,,"en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:meals,en:crisps,en:meal-replacements,en:all,en:shake",,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000496,1704880668,,200 g,200,,,,,"Organic, Vegetarian, EU Organic, Vegan, GB-ORG-05, Soil Association Organic, The Vegan Society",,,,unknown,,,"en:organic,en:vegetarian,en:eu-organic,en:vegan,en:gb-org-05,en:soil-association-organic,en:the-vegan-society",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000497,1682413145,Financier au thé vert,,,,,,,,,,,unknown,,,,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000501,1641845511,Sauce Korma,700ml,700,100.0g,100,"Grappa, Patak’s","Beverages and beverages preparations, Beverages",,,,,unknown,,"en:beverages-and-beverages-preparations,en:beverages",,"en:germany,en:ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000502,1678044395,Korma,200ml,200,,,Grappa,"Boissons et préparations de boissons, Boissons",,,,,unknown,,"en:beverages-and-beverages-preparations,en:beverages",,"en:france,en:germany,en:united-states",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000503,1736858192,Pisco Vinas de Oro,500ml,500,,,Grappa,"Getränke und Getränkezubereitungen, Getränke",,,,,unknown,,"en:beverages-and-beverages-preparations,en:beverages",,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000504,1584419362,Miel de Forêt,500g,500,,,Guy Dirand,"Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys, fr:miels-de-foret",,,,,,,"en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:forest-honeys",,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000505,1647973692,Huile olive bio,200ml,200,100.0g,100,"Bio organic, Grappa","Beverages and beverages preparations, Beverages",,,,,unknown,,"en:beverages-and-beverages-preparations,en:beverages",,"en:germany,en:ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000506,1736858249,Grappa e pera Liqure,700ml,700,,,Grappa,"Getränke und Getränkezubereitungen, Getränke",,,,,unknown,,"en:beverages-and-beverages-preparations,en:beverages",,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000507,1698963274,Blanc de poulet,700ml,700,40.0g,40,"Fleury Michon, Grappa","Beverages and beverages preparations, Beverages",,,,,unknown,,"en:beverages-and-beverages-preparations,en:beverages",,"en:germany,en:ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000508,1670418473,,700ml,700,5.0g,5,"FGO, Grappa","Beverages and beverages preparations, Beverages","Organic, EU Organic, No GMOs, USDA Organic, Non GMO project",,"Rohrohrzucker*, Kakaobutter°*, Haselnussmark 20%, Magermilch - 1.60 pulver, Kakaomasse&quot;, Bourbon isch Bohne afel fair Vanilleextrakt*. Kakao: 32%","en:rohrohrzucker,en:kakaobutter,en:haselnussmark,en:magermilch,en:1-60-pulver,en:kakaomasse,en:bourbon-isch-bohne-afel-fair-vanilleextrakt,en:kakao",unknown,,"en:beverages-and-beverages-preparations,en:beverages","en:organic,en:eu-organic,en:no-gmos,en:usda-organic,en:non-gmo-project","en:germany,en:ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000509,1736858239,Villa de Varda (Trie Grappa) Pinot Nero,200ml,200,,,Grappa,"Getränke und Getränkezubereitungen, Getränke",,,,,unknown,,"en:beverages-and-beverages-preparations,en:beverages",,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000510,1670485193,Love,,,350.0g,350,Powermeals,,No added sugar,,,,unknown,,,en:no-added-sugar,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000512,1538209851,Curry powder,100g,100,,,Sirilak,,,,,,unknown,,,,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000513,1712683587,Pavé de saumon,,,100.0g,100,Bofrost,,"Nutriscore, en:responsible-aquaculture-asc",,,,unknown,,,"en:nutriscore,en:responsible-aquaculture,en:responsible-aquaculture-asc",en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000514,1643911291,Strawberry Shortcake,,,165.0g,165,Southern Café,,,,,,unknown,,,,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000516,1631555873,Calamars à la romaine,,,100.0g,100,Bofrost,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000519,1736019168,,,,,,Bromatech,,,,"Maltodestrina da mais, amido di mais, gelatina, miscela di fermenti lattici (Lactobacillus acidophilus LA-14, Lactobacillus plantarum LP-115, Lactobacillus jensenii LJe52, Lactobacillus rhamnosus LR-32), agente antiagglomerante: sali di magnesio degli acidi grassi","en:corn-maltodextrin,en:maltodextrin,en:corn-starch,en:starch,en:e428,en:lactic-ferments,en:ferment,en:microbial-culture,en:anti-caking-agent,it:lactobacillus-acidophilus-la-14,it:lactobacillus-plantarum-lp-115,it:lactobacillus-jensenii-lje52,it:lactobacillus-rhamnosus-lr-32,en:e470b",unknown,,,,en:italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000520,1642521445,Hydrate,,,10g,10,Pure GPS,,,,,,unknown,,,,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000522,1618086496,Triblend Protein Shake Coffee Caramel,,,100g,100,"Herbalife Nutrition, Lackmann",,No gluten,,,,unknown,,,en:no-gluten,"en:germany,en:united-kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000527,1706707342,Vin rouge,,,,,,,"Bio, Bio européen, AB Agriculture Biologique",,,,unknown,,,"en:organic,en:eu-organic,fr:ab-agriculture-biologique",en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000530,1720110143,Poulet tandoori,,,350.0g,350,Powermeals,,"No gluten, No lactose, en:nutriscore",,,,unknown,,,"en:no-gluten,en:no-lactose,en:nutriscore",en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000536,1646241507,Natural Honey Wildflower,,,,,,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Produits de la ruche,Produits d'élevages,Édulcorants,Miels,Fromages à pâte pressée non cuite",,,"Lait de vache pasteurisé (origine: France), sel, ferments (lait), conservateur: E235.","en:pasteurised-cow-s-milk,en:dairy,en:milk,en:pasteurised-milk,en:cow-s-milk,en:salt,en:ferment,en:preservative,en:e235",unknown,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:breakfasts,en:cheeses,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:uncooked-pressed-cheeses",,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000539,1586341155,Wallnussmehl,,,100G,100,Oelmuehle Sollung,,,,,,unknown,,,,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000543,1572975828,Amandes,,,,,,en:almonds,,,,,unknown,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:almonds",,en:belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000547,1728131037,,,,,,,,,,,,unknown,,,,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000549,1688226996,,35.0 g,35,,,,,,,,,unknown,,,,"en:france,en:united-states",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000550,1579620621,Krautsalat,400g,400,90 g,90,Kazidomi,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Dried products, Fruits based foods, Dried plant-based foods, Dried fruits, Dried figs","Organic, EU Organic, Non-EU Agriculture, NL-BIO-01",,"Figs* Origine: Turquie - Origin: Turkey Ce produit provvient d'une fabrique où les noix, cacahuètes, sésame, blé et gluten sont utilisés. This product is produ ion area where also otion","en:fig,en:fruit,en:cacahuetes,en:sesame,en:seed,en:ble-et-gluten-sont-utilises,en:this-product-is-produ-ion-area-where-also-otion,en:turquie",a,-1,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:dried-products,en:fruits-based-foods,en:dried-plant-based-foods,en:dried-fruits,en:dried-figs","en:organic,en:eu-organic,en:non-eu-agriculture,en:nl-bio-01","en:belgium,en:germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000552,1742149984,,,,,,,,,,,,unknown,,,,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
